tiff_file,distance,category,ground_truth
Dataset/ThermEval-D/Thermal_558,2ft,Forehead,34.73617935180664
Dataset/ThermEval-D/Thermal_558,2ft,Nose,34.86703872680664
Dataset/ThermEval-D/Thermal_594,10ft,Person,30.229217529296875
Dataset/ThermEval-D/Thermal_594,10ft,Chest,29.03367805480957
Dataset/ThermEval-D/Thermal_783,2ft,Person,31.48674201965332
Dataset/ThermEval-D/Thermal_783,2ft,Chest,31.35078811645508
Dataset/ThermEval-D/Thermal_783,2ft,Forehead,33.71744537353516
Dataset/ThermEval-D/Thermal_940,6ft,Person,30.31070137023925
Dataset/ThermEval-D/Thermal_940,6ft,Chest,30.02256202697754
Dataset/ThermEval-D/Thermal_797,6ft,Person,32.61201858520508
Dataset/ThermEval-D/Thermal_797,6ft,Chest,33.0989875793457
Dataset/ThermEval-D/Thermal_513,2ft,Person,31.702980041503903
Dataset/ThermEval-D/Thermal_513,2ft,Chest,30.89545249938965
Dataset/ThermEval-D/Thermal_513,2ft,Forehead,34.04741287231445
Dataset/ThermEval-D/Thermal_513,2ft,Nose,33.56614303588867
Dataset/ThermEval-D/Thermal_854,6ft,Person,32.96137619018555
Dataset/ThermEval-D/Thermal_854,6ft,Chest,32.39725112915039
Dataset/ThermEval-D/Thermal_719,6ft,Person,32.39527130126953
Dataset/ThermEval-D/Thermal_719,6ft,Chest,32.17389678955078
Dataset/ThermEval-D/Thermal_812,10ft,Person,31.970233917236328
Dataset/ThermEval-D/Thermal_812,10ft,Chest,32.709007263183594
Dataset/ThermEval-D/Thermal_785,2ft,Person,31.279613494873047
Dataset/ThermEval-D/Thermal_785,2ft,Chest,31.11749649047852
Dataset/ThermEval-D/Thermal_1011,2ft,Person,32.70125961303711
Dataset/ThermEval-D/Thermal_1011,2ft,Chest,32.41363525390625
Dataset/ThermEval-D/Thermal_1011,2ft,Forehead,35.94332504272461
Dataset/ThermEval-D/Thermal_1011,2ft,Nose,34.728118896484375
Dataset/ThermEval-D/Thermal_922,2ft,Person,31.228988647460938
Dataset/ThermEval-D/Thermal_922,2ft,Chest,31.075340270996094
Dataset/ThermEval-D/Thermal_922,2ft,Forehead,32.42692184448242
Dataset/ThermEval-D/Thermal_533,6ft,Person,31.12469291687012
Dataset/ThermEval-D/Thermal_533,6ft,Chest,29.811437606811523
Dataset/ThermEval-D/Thermal_533,6ft,Forehead,33.02992248535156
Dataset/ThermEval-D/Thermal_533,6ft,Nose,32.327274322509766
Dataset/ThermEval-D/Thermal_529,6ft,Person,30.580734252929688
Dataset/ThermEval-D/Thermal_529,6ft,Chest,29.242488861083984
Dataset/ThermEval-D/Thermal_529,6ft,Forehead,32.70259475708008
Dataset/ThermEval-D/Thermal_901,10ft,Person,32.392295837402344
Dataset/ThermEval-D/Thermal_901,10ft,Chest,32.81388092041016
Dataset/ThermEval-D/Thermal_711,6ft,Person,32.48370742797852
Dataset/ThermEval-D/Thermal_711,6ft,Chest,32.23237228393555
Dataset/ThermEval-D/Thermal_1039,10ft,Person,31.016992568969727
Dataset/ThermEval-D/Thermal_1039,10ft,Chest,31.348764419555664
Dataset/ThermEval-D/Thermal_999,10ft,Person,31.216495513916016
Dataset/ThermEval-D/Thermal_999,10ft,Chest,32.156009674072266
Dataset/ThermEval-D/Thermal_860,10ft,Person,33.590545654296875
Dataset/ThermEval-D/Thermal_860,10ft,Person,33.61634826660156
Dataset/ThermEval-D/Thermal_860,10ft,Chest,33.18397521972656
Dataset/ThermEval-D/Thermal_690,10ft,Person,29.925233840942383
Dataset/ThermEval-D/Thermal_690,10ft,Chest,29.789405822753903
Dataset/ThermEval-D/Thermal_788,2ft,Person,31.36886978149414
Dataset/ThermEval-D/Thermal_788,2ft,Chest,31.21902847290039
Dataset/ThermEval-D/Thermal_788,2ft,Nose,32.436737060546875
Dataset/ThermEval-D/Thermal_788,2ft,Forehead,34.54052734375
Dataset/ThermEval-D/Thermal_1035,6ft,Person,31.626840591430664
Dataset/ThermEval-D/Thermal_1035,6ft,Chest,31.494741439819336
Dataset/ThermEval-D/Thermal_1035,6ft,Forehead,33.78044509887695
Dataset/ThermEval-D/Thermal_1013,2ft,Person,32.09003829956055
Dataset/ThermEval-D/Thermal_1013,2ft,Chest,31.869552612304688
Dataset/ThermEval-D/Thermal_1013,2ft,Forehead,35.36139678955078
Dataset/ThermEval-D/Thermal_1013,2ft,Nose,34.43276596069336
Dataset/ThermEval-D/Thermal_1006,2ft,Person,34.151493072509766
Dataset/ThermEval-D/Thermal_1006,2ft,Chest,33.910743713378906
Dataset/ThermEval-D/Thermal_1006,2ft,Forehead,37.7330436706543
Dataset/ThermEval-D/Thermal_1006,2ft,Nose,36.34999847412109
Dataset/ThermEval-D/Thermal_858,10ft,Person,33.482540130615234
Dataset/ThermEval-D/Thermal_858,10ft,Chest,33.33784866333008
Dataset/ThermEval-D/Thermal_738,2ft,Person,33.365867614746094
Dataset/ThermEval-D/Thermal_738,2ft,Forehead,35.63150405883789
Dataset/ThermEval-D/Thermal_738,2ft,Nose,35.50660705566406
Dataset/ThermEval-D/Thermal_738,2ft,Chest,32.71393203735352
Dataset/ThermEval-D/Thermal_1001,10ft,Person,30.82755851745605
Dataset/ThermEval-D/Thermal_1001,10ft,Chest,31.936487197875977
Dataset/ThermEval-D/Thermal_703,2ft,Person,32.785037994384766
Dataset/ThermEval-D/Thermal_703,2ft,Forehead,34.27702713012695
Dataset/ThermEval-D/Thermal_703,2ft,Nose,34.06697463989258
Dataset/ThermEval-D/Thermal_703,2ft,Chest,32.426300048828125
Dataset/ThermEval-D/Thermal_810,6ft,Person,30.764556884765625
Dataset/ThermEval-D/Thermal_810,6ft,Chest,31.381994247436523
Dataset/ThermEval-D/Thermal_791,2ft,Person,31.36727523803711
Dataset/ThermEval-D/Thermal_791,2ft,Chest,31.37845039367676
Dataset/ThermEval-D/Thermal_791,2ft,Nose,32.32083511352539
Dataset/ThermEval-D/Thermal_791,2ft,Forehead,34.69480895996094
Dataset/ThermEval-D/Thermal_792,2ft,Person,31.30921745300293
Dataset/ThermEval-D/Thermal_792,2ft,Chest,31.356794357299805
Dataset/ThermEval-D/Thermal_792,2ft,Forehead,34.568233489990234
Dataset/ThermEval-D/Thermal_792,2ft,Nose,32.67605972290039
Dataset/ThermEval-D/Thermal_778,10ft,Person,30.593862533569336
Dataset/ThermEval-D/Thermal_778,10ft,Chest,30.50501823425293
Dataset/ThermEval-D/Thermal_900,6ft,Person,31.40899085998535
Dataset/ThermEval-D/Thermal_900,6ft,Chest,31.519433975219727
Dataset/ThermEval-D/Thermal_769,10ft,Person,31.91714096069336
Dataset/ThermEval-D/Thermal_769,10ft,Chest,31.94575881958008
Dataset/ThermEval-D/Thermal_695,2ft,Person,32.361366271972656
Dataset/ThermEval-D/Thermal_695,2ft,Chest,31.909814834594727
Dataset/ThermEval-D/Thermal_695,2ft,Forehead,34.69963455200195
Dataset/ThermEval-D/Thermal_695,2ft,Nose,34.667625427246094
Dataset/ThermEval-D/Thermal_672,6ft,Person,30.277881622314453
Dataset/ThermEval-D/Thermal_672,6ft,Chest,30.57696914672852
Dataset/ThermEval-D/Thermal_617,6ft,Person,33.07645797729492
Dataset/ThermEval-D/Thermal_617,6ft,Chest,32.17251968383789
Dataset/ThermEval-D/Thermal_617,6ft,Forehead,34.508541107177734
Dataset/ThermEval-D/Thermal_865,10ft,Person,31.988466262817383
Dataset/ThermEval-D/Thermal_865,10ft,Forehead,31.78766632080078
Dataset/ThermEval-D/Thermal_950,10ft,Person,30.100072860717773
Dataset/ThermEval-D/Thermal_950,10ft,Chest,29.882530212402344
Dataset/ThermEval-D/Thermal_822,10ft,Person,30.349199295043945
Dataset/ThermEval-D/Thermal_822,10ft,Chest,31.256160736083984
Dataset/ThermEval-D/Thermal_921,2ft,Person,29.58364486694336
Dataset/ThermEval-D/Thermal_921,2ft,Chest,29.497119903564453
Dataset/ThermEval-D/Thermal_921,2ft,Forehead,31.21192741394043
Dataset/ThermEval-D/Thermal_861,10ft,Person,32.2729606628418
Dataset/ThermEval-D/Thermal_861,10ft,Chest,31.9442081451416
Dataset/ThermEval-D/Thermal_776,10ft,Person,31.16405487060547
Dataset/ThermEval-D/Thermal_776,10ft,Chest,31.02539253234864
Dataset/ThermEval-D/Thermal_722,10ft,Chest,33.851436614990234
Dataset/ThermEval-D/Thermal_722,10ft,Person,33.60273742675781
Dataset/ThermEval-D/Thermal_971,2ft,Person,32.72721099853516
Dataset/ThermEval-D/Thermal_971,2ft,Chest,32.71882629394531
Dataset/ThermEval-D/Thermal_971,2ft,Forehead,34.69266891479492
Dataset/ThermEval-D/Thermal_971,2ft,Nose,33.21875
Dataset/ThermEval-D/Thermal_1032,6ft,Person,30.996957778930664
Dataset/ThermEval-D/Thermal_1032,6ft,Chest,30.783565521240234
Dataset/ThermEval-D/Thermal_1032,6ft,Forehead,34.22499465942383
Dataset/ThermEval-D/Thermal_671,6ft,Person,30.23938751220703
Dataset/ThermEval-D/Thermal_671,6ft,Chest,30.530006408691406
Dataset/ThermEval-D/Thermal_608,2ft,Person,32.09450149536133
Dataset/ThermEval-D/Thermal_608,2ft,Chest,31.35881996154785
Dataset/ThermEval-D/Thermal_608,2ft,Nose,33.92758560180664
Dataset/ThermEval-D/Thermal_608,2ft,Forehead,33.24360656738281
Dataset/ThermEval-D/Thermal_862,10ft,Person,32.302040100097656
Dataset/ThermEval-D/Thermal_862,10ft,Chest,31.9274959564209
Dataset/ThermEval-D/Thermal_545,10ft,Person,29.856674194335938
Dataset/ThermEval-D/Thermal_545,10ft,Chest,29.27703094482422
Dataset/ThermEval-D/Thermal_545,10ft,Forehead,31.37015724182129
Dataset/ThermEval-D/Thermal_642,10ft,Person,30.719877243041992
Dataset/ThermEval-D/Thermal_642,10ft,Chest,30.06579971313477
Dataset/ThermEval-D/Thermal_712,6ft,Person,32.38350296020508
Dataset/ThermEval-D/Thermal_712,6ft,Chest,32.19519805908203
Dataset/ThermEval-D/Thermal_586,10ft,Person,32.41172790527344
Dataset/ThermEval-D/Thermal_586,10ft,Chest,31.45291519165039
Dataset/ThermEval-D/Thermal_586,10ft,Forehead,34.44820785522461
Dataset/ThermEval-D/Thermal_928,2ft,Person,30.95778465270996
Dataset/ThermEval-D/Thermal_928,2ft,Chest,30.607091903686523
Dataset/ThermEval-D/Thermal_628,6ft,Person,31.22112274169922
Dataset/ThermEval-D/Thermal_628,6ft,Chest,30.52424049377441
Dataset/ThermEval-D/Thermal_640,10ft,Person,30.814620971679688
Dataset/ThermEval-D/Thermal_640,10ft,Chest,30.06571388244629
Dataset/ThermEval-D/Thermal_958,10ft,Person,29.48414421081543
Dataset/ThermEval-D/Thermal_958,10ft,Chest,29.339094161987305
Dataset/ThermEval-D/Thermal_590,10ft,Person,31.069011688232425
Dataset/ThermEval-D/Thermal_590,10ft,Chest,29.85835647583008
Dataset/ThermEval-D/Thermal_593,10ft,Person,30.38986587524414
Dataset/ThermEval-D/Thermal_593,10ft,Chest,29.80501365661621
Dataset/ThermEval-D/Thermal_538,6ft,Person,31.009965896606445
Dataset/ThermEval-D/Thermal_538,6ft,Chest,29.905298233032227
Dataset/ThermEval-D/Thermal_538,6ft,Forehead,32.894710540771484
Dataset/ThermEval-D/Thermal_680,10ft,Person,30.07205581665039
Dataset/ThermEval-D/Thermal_680,10ft,Chest,29.80697059631348
Dataset/ThermEval-D/Thermal_825,10ft,Person,30.42417526245117
Dataset/ThermEval-D/Thermal_825,10ft,Chest,31.28835105895996
Dataset/ThermEval-D/Thermal_823,10ft,Person,30.41751480102539
Dataset/ThermEval-D/Thermal_823,10ft,Chest,31.377418518066406
Dataset/ThermEval-D/Thermal_894,6ft,Person,31.98178482055664
Dataset/ThermEval-D/Thermal_894,6ft,Chest,31.778608322143555
Dataset/ThermEval-D/Thermal_887,6ft,Person,32.24381256103516
Dataset/ThermEval-D/Thermal_887,6ft,Chest,32.15536117553711
Dataset/ThermEval-D/Thermal_962,2ft,Person,33.430599212646484
Dataset/ThermEval-D/Thermal_962,2ft,Chest,33.261959075927734
Dataset/ThermEval-D/Thermal_962,2ft,Forehead,35.83503723144531
Dataset/ThermEval-D/Thermal_962,2ft,Nose,35.11851501464844
Dataset/ThermEval-D/Thermal_709,6ft,Person,32.57158660888672
Dataset/ThermEval-D/Thermal_709,6ft,Chest,32.34546661376953
Dataset/ThermEval-D/Thermal_828,2ft,Person,33.498146057128906
Dataset/ThermEval-D/Thermal_828,2ft,Chest,32.96159362792969
Dataset/ThermEval-D/Thermal_691,2ft,Person,34.934532165527344
Dataset/ThermEval-D/Thermal_691,2ft,Chest,34.41917037963867
Dataset/ThermEval-D/Thermal_691,2ft,Forehead,37.15010070800781
Dataset/ThermEval-D/Thermal_691,2ft,Nose,37.18356704711914
Dataset/ThermEval-D/Thermal_718,6ft,Person,32.464569091796875
Dataset/ThermEval-D/Thermal_718,6ft,Chest,32.24371719360352
Dataset/ThermEval-D/Thermal_658,2ft,Person,31.25962448120117
Dataset/ThermEval-D/Thermal_658,2ft,Chest,31.689891815185547
Dataset/ThermEval-D/Thermal_658,2ft,Nose,30.673526763916016
Dataset/ThermEval-D/Thermal_535,6ft,Person,30.73689651489257
Dataset/ThermEval-D/Thermal_535,6ft,Chest,29.512575149536133
Dataset/ThermEval-D/Thermal_666,6ft,Person,30.476736068725582
Dataset/ThermEval-D/Thermal_666,6ft,Chest,30.61415672302246
Dataset/ThermEval-D/Thermal_986,6ft,Person,32.21575927734375
Dataset/ThermEval-D/Thermal_986,6ft,Chest,32.503021240234375
Dataset/ThermEval-D/Thermal_960,10ft,Person,29.93536376953125
Dataset/ThermEval-D/Thermal_960,10ft,Chest,29.71676254272461
Dataset/ThermEval-D/Thermal_754,6ft,Person,31.73329162597656
Dataset/ThermEval-D/Thermal_754,6ft,Chest,31.42001914978028
Dataset/ThermEval-D/Thermal_754,6ft,Forehead,34.299259185791016
Dataset/ThermEval-D/Thermal_546,10ft,Person,29.68997001647949
Dataset/ThermEval-D/Thermal_546,10ft,Chest,29.09169006347656
Dataset/ThermEval-D/Thermal_546,10ft,Forehead,30.44151496887207
Dataset/ThermEval-D/Thermal_515,2ft,Person,31.067182540893555
Dataset/ThermEval-D/Thermal_515,2ft,Chest,30.21817970275879
Dataset/ThermEval-D/Thermal_515,2ft,Nose,32.689842224121094
Dataset/ThermEval-D/Thermal_803,6ft,Person,30.70846366882324
Dataset/ThermEval-D/Thermal_803,6ft,Chest,31.145999908447266
Dataset/ThermEval-D/Thermal_803,6ft,Nose,33.335411071777344
Dataset/ThermEval-D/Thermal_706,6ft,Person,32.317195892333984
Dataset/ThermEval-D/Thermal_706,6ft,Chest,32.01186752319336
Dataset/ThermEval-D/Thermal_753,6ft,Person,32.08234024047852
Dataset/ThermEval-D/Thermal_753,6ft,Chest,31.791173934936523
Dataset/ThermEval-D/Thermal_652,2ft,Person,31.62947463989257
Dataset/ThermEval-D/Thermal_652,2ft,Chest,31.95355796813965
Dataset/ThermEval-D/Thermal_652,2ft,Nose,32.82604217529297
Dataset/ThermEval-D/Thermal_652,2ft,Forehead,33.29544448852539
Dataset/ThermEval-D/Thermal_659,2ft,Person,31.35865974426269
Dataset/ThermEval-D/Thermal_659,2ft,Chest,32.054542541503906
Dataset/ThermEval-D/Thermal_659,2ft,Forehead,33.62314224243164
Dataset/ThermEval-D/Thermal_659,2ft,Nose,31.818748474121094
Dataset/ThermEval-D/Thermal_721,10ft,Person,33.58018112182617
Dataset/ThermEval-D/Thermal_721,10ft,Chest,33.7042236328125
Dataset/ThermEval-D/Thermal_789,2ft,Person,31.319616317749023
Dataset/ThermEval-D/Thermal_789,2ft,Chest,31.090896606445312
Dataset/ThermEval-D/Thermal_789,2ft,Nose,32.57159423828125
Dataset/ThermEval-D/Thermal_927,2ft,Person,30.673412322998047
Dataset/ThermEval-D/Thermal_927,2ft,Nose,29.49176788330078
Dataset/ThermEval-D/Thermal_927,2ft,Forehead,33.441131591796875
Dataset/ThermEval-D/Thermal_927,2ft,Chest,30.5300350189209
Dataset/ThermEval-D/Thermal_733,10ft,Person,32.03157043457031
Dataset/ThermEval-D/Thermal_733,10ft,Chest,32.07627487182617
Dataset/ThermEval-D/Thermal_752,6ft,Person,32.415130615234375
Dataset/ThermEval-D/Thermal_752,6ft,Chest,32.04423141479492
Dataset/ThermEval-D/Thermal_568,2ft,Person,30.83957290649414
Dataset/ThermEval-D/Thermal_568,2ft,Chest,30.13016128540039
Dataset/ThermEval-D/Thermal_568,2ft,Forehead,33.779388427734375
Dataset/ThermEval-D/Thermal_568,2ft,Nose,33.817100524902344
Dataset/ThermEval-D/Thermal_615,2ft,Person,31.816993713378903
Dataset/ThermEval-D/Thermal_615,2ft,Chest,31.12900924682617
Dataset/ThermEval-D/Thermal_615,2ft,Nose,32.302120208740234
Dataset/ThermEval-D/Thermal_615,2ft,Forehead,33.14519500732422
Dataset/ThermEval-D/Thermal_682,10ft,Person,30.070941925048828
Dataset/ThermEval-D/Thermal_682,10ft,Chest,29.887880325317383
Dataset/ThermEval-D/Thermal_588,10ft,Person,32.32200622558594
Dataset/ThermEval-D/Thermal_588,10ft,Chest,31.859378814697266
Dataset/ThermEval-D/Thermal_856,10ft,Person,33.39130783081055
Dataset/ThermEval-D/Thermal_856,10ft,Chest,33.05283737182617
Dataset/ThermEval-D/Thermal_990,6ft,Person,32.10552215576172
Dataset/ThermEval-D/Thermal_990,6ft,Chest,32.45102310180664
Dataset/ThermEval-D/Thermal_614,2ft,Person,31.38374328613281
Dataset/ThermEval-D/Thermal_614,2ft,Chest,30.76150894165039
Dataset/ThermEval-D/Thermal_614,2ft,Forehead,32.630516052246094
Dataset/ThermEval-D/Thermal_614,2ft,Nose,32.88356399536133
Dataset/ThermEval-D/Thermal_1019,2ft,Person,32.19740676879883
Dataset/ThermEval-D/Thermal_1019,2ft,Chest,31.800048828125
Dataset/ThermEval-D/Thermal_1019,2ft,Forehead,34.8170280456543
Dataset/ThermEval-D/Thermal_1019,2ft,Nose,33.75625228881836
Dataset/ThermEval-D/Thermal_888,6ft,Person,31.687519073486328
Dataset/ThermEval-D/Thermal_888,6ft,Chest,31.57383155822754
Dataset/ThermEval-D/Thermal_660,2ft,Person,31.485706329345703
Dataset/ThermEval-D/Thermal_660,2ft,Chest,32.20758438110352
Dataset/ThermEval-D/Thermal_660,2ft,Nose,31.95454406738281
Dataset/ThermEval-D/Thermal_660,2ft,Forehead,33.714508056640625
Dataset/ThermEval-D/Thermal_561,2ft,Person,31.57887458801269
Dataset/ThermEval-D/Thermal_561,2ft,Chest,30.905176162719727
Dataset/ThermEval-D/Thermal_561,2ft,Forehead,33.63593673706055
Dataset/ThermEval-D/Thermal_954,10ft,Person,29.68177795410156
Dataset/ThermEval-D/Thermal_954,10ft,Chest,29.494873046875
Dataset/ThermEval-D/Thermal_626,6ft,Person,31.41773796081543
Dataset/ThermEval-D/Thermal_626,6ft,Chest,30.57746124267578
Dataset/ThermEval-D/Thermal_626,6ft,Nose,33.17386245727539
Dataset/ThermEval-D/Thermal_626,6ft,Forehead,33.436302185058594
Dataset/ThermEval-D/Thermal_670,6ft,Person,30.63031578063965
Dataset/ThermEval-D/Thermal_670,6ft,Chest,30.653430938720703
Dataset/ThermEval-D/Thermal_889,6ft,Person,31.449695587158203
Dataset/ThermEval-D/Thermal_889,6ft,Chest,31.32734107971192
Dataset/ThermEval-D/Thermal_542,10ft,Person,30.952899932861328
Dataset/ThermEval-D/Thermal_542,10ft,Chest,30.44979858398437
Dataset/ThermEval-D/Thermal_542,10ft,Forehead,33.02732467651367
Dataset/ThermEval-D/Thermal_978,6ft,Person,33.79093170166016
Dataset/ThermEval-D/Thermal_978,6ft,Chest,34.04115676879883
Dataset/ThermEval-D/Thermal_730,10ft,Person,32.27656173706055
Dataset/ThermEval-D/Thermal_730,10ft,Chest,32.46336364746094
Dataset/ThermEval-D/Thermal_770,10ft,Person,31.70574951171875
Dataset/ThermEval-D/Thermal_770,10ft,Chest,31.67121124267578
Dataset/ThermEval-D/Thermal_876,2ft,Person,32.56669616699219
Dataset/ThermEval-D/Thermal_876,2ft,Chest,32.02775573730469
Dataset/ThermEval-D/Thermal_876,2ft,Nose,34.62746810913086
Dataset/ThermEval-D/Thermal_851,6ft,Person,32.59239959716797
Dataset/ThermEval-D/Thermal_851,6ft,Chest,32.011627197265625
Dataset/ThermEval-D/Thermal_707,6ft,Person,32.56136703491211
Dataset/ThermEval-D/Thermal_707,6ft,Chest,32.215084075927734
Dataset/ThermEval-D/Thermal_673,6ft,Person,30.23901557922364
Dataset/ThermEval-D/Thermal_673,6ft,Chest,30.485252380371094
Dataset/ThermEval-D/Thermal_664,6ft,Person,30.712608337402344
Dataset/ThermEval-D/Thermal_664,6ft,Chest,31.063447952270508
Dataset/ThermEval-D/Thermal_806,6ft,Person,30.82710075378418
Dataset/ThermEval-D/Thermal_806,6ft,Chest,31.45591163635254
Dataset/ThermEval-D/Thermal_544,10ft,Person,30.15091896057129
Dataset/ThermEval-D/Thermal_544,10ft,Chest,29.527996063232425
Dataset/ThermEval-D/Thermal_544,10ft,Forehead,31.93380546569824
Dataset/ThermEval-D/Thermal_1014,2ft,Person,32.075008392333984
Dataset/ThermEval-D/Thermal_1014,2ft,Chest,31.78020668029785
Dataset/ThermEval-D/Thermal_1014,2ft,Forehead,34.879547119140625
Dataset/ThermEval-D/Thermal_1014,2ft,Nose,33.554073333740234
Dataset/ThermEval-D/Thermal_540,6ft,Person,31.02632713317871
Dataset/ThermEval-D/Thermal_540,6ft,Chest,29.80419921875
Dataset/ThermEval-D/Thermal_835,2ft,Person,33.348995208740234
Dataset/ThermEval-D/Thermal_835,2ft,Chest,32.773807525634766
Dataset/ThermEval-D/Thermal_835,2ft,Forehead,35.28718185424805
Dataset/ThermEval-D/Thermal_835,2ft,Nose,34.18836212158203
Dataset/ThermEval-D/Thermal_567,2ft,Person,31.01351356506348
Dataset/ThermEval-D/Thermal_567,2ft,Chest,30.39618492126465
Dataset/ThermEval-D/Thermal_567,2ft,Forehead,33.63150787353516
Dataset/ThermEval-D/Thermal_567,2ft,Nose,34.082576751708984
Dataset/ThermEval-D/Thermal_857,10ft,Person,33.51979064941406
Dataset/ThermEval-D/Thermal_857,10ft,Chest,33.13447189331055
Dataset/ThermEval-D/Thermal_674,6ft,Person,30.305986404418945
Dataset/ThermEval-D/Thermal_674,6ft,Chest,30.575828552246094
Dataset/ThermEval-D/Thermal_638,10ft,Person,30.36158943176269
Dataset/ThermEval-D/Thermal_638,10ft,Chest,29.49898910522461
Dataset/ThermEval-D/Thermal_890,6ft,Person,32.60149383544922
Dataset/ThermEval-D/Thermal_890,6ft,Chest,32.42696762084961
Dataset/ThermEval-D/Thermal_762,6ft,Person,31.80913734436035
Dataset/ThermEval-D/Thermal_762,6ft,Chest,31.52294158935547
Dataset/ThermEval-D/Thermal_704,2ft,Person,32.54343795776367
Dataset/ThermEval-D/Thermal_704,2ft,Chest,32.21939468383789
Dataset/ThermEval-D/Thermal_704,2ft,Forehead,34.884498596191406
Dataset/ThermEval-D/Thermal_850,6ft,Person,32.605613708496094
Dataset/ThermEval-D/Thermal_850,6ft,Chest,31.97551727294922
Dataset/ThermEval-D/Thermal_998,10ft,Person,31.209306716918945
Dataset/ThermEval-D/Thermal_998,10ft,Chest,32.346981048583984
Dataset/ThermEval-D/Thermal_981,6ft,Person,32.422969818115234
Dataset/ThermEval-D/Thermal_981,6ft,Chest,32.767303466796875
Dataset/ThermEval-D/Thermal_818,10ft,Person,30.465381622314453
Dataset/ThermEval-D/Thermal_818,10ft,Chest,31.21237564086914
Dataset/ThermEval-D/Thermal_694,2ft,Person,32.573177337646484
Dataset/ThermEval-D/Thermal_694,2ft,Chest,32.180416107177734
Dataset/ThermEval-D/Thermal_694,2ft,Forehead,34.92061233520508
Dataset/ThermEval-D/Thermal_694,2ft,Nose,34.74613952636719
Dataset/ThermEval-D/Thermal_747,2ft,Person,32.71488952636719
Dataset/ThermEval-D/Thermal_747,2ft,Chest,32.1859016418457
Dataset/ThermEval-D/Thermal_747,2ft,Forehead,35.030948638916016
Dataset/ThermEval-D/Thermal_747,2ft,Nose,35.2537956237793
Dataset/ThermEval-D/Thermal_880,2ft,Person,32.25668716430664
Dataset/ThermEval-D/Thermal_880,2ft,Chest,31.714460372924805
Dataset/ThermEval-D/Thermal_880,2ft,Nose,34.205265045166016
Dataset/ThermEval-D/Thermal_880,2ft,Forehead,34.30492401123047
Dataset/ThermEval-D/Thermal_1046,10ft,Person,30.50568580627441
Dataset/ThermEval-D/Thermal_1046,10ft,Chest,30.80508041381836
Dataset/ThermEval-D/Thermal_817,10ft,Person,30.432769775390625
Dataset/ThermEval-D/Thermal_817,10ft,Chest,31.176013946533203
Dataset/ThermEval-D/Thermal_631,10ft,Person,32.22637939453125
Dataset/ThermEval-D/Thermal_631,10ft,Chest,31.565147399902344
Dataset/ThermEval-D/Thermal_539,6ft,Person,31.000337600708008
Dataset/ThermEval-D/Thermal_539,6ft,Chest,29.77813148498535
Dataset/ThermEval-D/Thermal_539,6ft,Forehead,33.10431289672852
Dataset/ThermEval-D/Thermal_802,6ft,Person,30.95391082763672
Dataset/ThermEval-D/Thermal_802,6ft,Chest,31.323291778564453
Dataset/ThermEval-D/Thermal_802,6ft,Nose,33.027496337890625
Dataset/ThermEval-D/Thermal_681,10ft,Person,30.15506362915039
Dataset/ThermEval-D/Thermal_681,10ft,Chest,29.899757385253903
Dataset/ThermEval-D/Thermal_902,10ft,Person,32.189674377441406
Dataset/ThermEval-D/Thermal_902,10ft,Chest,32.500099182128906
Dataset/ThermEval-D/Thermal_622,6ft,Person,31.43355178833008
Dataset/ThermEval-D/Thermal_622,6ft,Chest,30.440013885498047
Dataset/ThermEval-D/Thermal_559,2ft,Person,30.8312931060791
Dataset/ThermEval-D/Thermal_559,2ft,Chest,30.30356216430664
Dataset/ThermEval-D/Thermal_559,2ft,Forehead,33.196964263916016
Dataset/ThermEval-D/Thermal_559,2ft,Nose,33.49668884277344
Dataset/ThermEval-D/Thermal_944,6ft,Person,30.622291564941406
Dataset/ThermEval-D/Thermal_944,6ft,Chest,30.258520126342773
Dataset/ThermEval-D/Thermal_985,6ft,Person,32.00403594970703
Dataset/ThermEval-D/Thermal_985,6ft,Chest,32.54064178466797
Dataset/ThermEval-D/Thermal_548,10ft,Person,29.55924224853516
Dataset/ThermEval-D/Thermal_548,10ft,Chest,28.746156692504883
Dataset/ThermEval-D/Thermal_821,10ft,Person,30.370555877685547
Dataset/ThermEval-D/Thermal_821,10ft,Chest,31.243104934692383
Dataset/ThermEval-D/Thermal_609,2ft,Person,31.83035087585449
Dataset/ThermEval-D/Thermal_609,2ft,Chest,31.029369354248047
Dataset/ThermEval-D/Thermal_609,2ft,Nose,32.952938079833984
Dataset/ThermEval-D/Thermal_609,2ft,Forehead,33.18608474731445
Dataset/ThermEval-D/Thermal_976,6ft,Person,34.06782150268555
Dataset/ThermEval-D/Thermal_976,6ft,Chest,34.30744934082031
Dataset/ThermEval-D/Thermal_976,6ft,Forehead,36.106475830078125
Dataset/ThermEval-D/Thermal_929,2ft,Person,30.9421615600586
Dataset/ThermEval-D/Thermal_929,2ft,Chest,30.78160285949707
Dataset/ThermEval-D/Thermal_929,2ft,Forehead,34.32923889160156
Dataset/ThermEval-D/Thermal_929,2ft,Nose,29.997432708740234
Dataset/ThermEval-D/Thermal_1020,2ft,Person,32.19825744628906
Dataset/ThermEval-D/Thermal_1020,2ft,Chest,31.72119903564453
Dataset/ThermEval-D/Thermal_1020,2ft,Nose,33.80184555053711
Dataset/ThermEval-D/Thermal_1020,2ft,Forehead,34.77645492553711
Dataset/ThermEval-D/Thermal_734,10ft,Person,31.829330444335938
