tiff_file,category,ground_truth
Dataset/ThermEval-D/Thermal_874,nose,"[0.46, 0.29, 0.49, 0.36]"
Dataset/ThermEval-D/Thermal_777,person,"[0.45, 0.44, 0.66, 0.97]"
Dataset/ThermEval-D/Thermal_777,chest,"[0.53, 0.55, 0.6, 0.65]"
Dataset/ThermEval-D/Thermal_675,person,"[0.25, 0.36, 0.55, 0.99]"
Dataset/ThermEval-D/Thermal_675,chest,"[0.33, 0.54, 0.47, 0.72]"
Dataset/ThermEval-D/Thermal_798,person,"[0.35, 0.38, 0.62, 0.99]"
Dataset/ThermEval-D/Thermal_798,chest,"[0.44, 0.52, 0.56, 0.71]"
Dataset/ThermEval-D/Thermal_989,person,"[0.42, 0.39, 0.68, 0.99]"
Dataset/ThermEval-D/Thermal_989,chest,"[0.51, 0.54, 0.61, 0.7]"
Dataset/ThermEval-D/Thermal_744,person,"[0.34, 0.27, 0.83, 0.99]"
Dataset/ThermEval-D/Thermal_744,chest,"[0.46, 0.59, 0.72, 0.97]"
Dataset/ThermEval-D/Thermal_744,forehead,"[0.54, 0.28, 0.65, 0.35]"
Dataset/ThermEval-D/Thermal_1044,person,"[0.43, 0.36, 0.63, 0.95]"
Dataset/ThermEval-D/Thermal_1044,chest,"[0.48, 0.5, 0.58, 0.65]"
Dataset/ThermEval-D/Thermal_1044,forehead,"[0.48, 0.39, 0.52, 0.42]"
Dataset/ThermEval-D/Thermal_815,person,"[0.47, 0.41, 0.61, 0.96]"
Dataset/ThermEval-D/Thermal_815,chest,"[0.51, 0.54, 0.58, 0.67]"
Dataset/ThermEval-D/Thermal_587,person,"[0.44, 0.4, 0.65, 0.93]"
Dataset/ThermEval-D/Thermal_587,chest,"[0.51, 0.53, 0.6, 0.6]"
Dataset/ThermEval-D/Thermal_587,forehead,"[0.55, 0.42, 0.57, 0.43]"
Dataset/ThermEval-D/Thermal_653,person,"[0.14, 0.18, 0.78, 0.99]"
Dataset/ThermEval-D/Thermal_653,chest,"[0.29, 0.53, 0.55, 0.92]"
Dataset/ThermEval-D/Thermal_653,nose,"[0.53, 0.29, 0.54, 0.31]"
Dataset/ThermEval-D/Thermal_816,person,"[0.47, 0.41, 0.61, 0.96]"
Dataset/ThermEval-D/Thermal_816,chest,"[0.51, 0.53, 0.58, 0.67]"
Dataset/ThermEval-D/Thermal_811,person,"[0.46, 0.41, 0.61, 0.96]"
Dataset/ThermEval-D/Thermal_811,chest,"[0.51, 0.52, 0.58, 0.67]"
Dataset/ThermEval-D/Thermal_1025,person,"[0.37, 0.32, 0.69, 0.99]"
Dataset/ThermEval-D/Thermal_1025,chest,"[0.46, 0.51, 0.61, 0.74]"
Dataset/ThermEval-D/Thermal_1025,forehead,"[0.44, 0.39, 0.49, 0.44]"
Dataset/ThermEval-D/Thermal_1042,person,"[0.43, 0.36, 0.63, 0.95]"
Dataset/ThermEval-D/Thermal_1042,chest,"[0.48, 0.49, 0.58, 0.64]"
Dataset/ThermEval-D/Thermal_1002,person,"[0.45, 0.42, 0.62, 0.96]"
Dataset/ThermEval-D/Thermal_1002,chest,"[0.49, 0.54, 0.58, 0.64]"
Dataset/ThermEval-D/Thermal_724,person,"[0.46, 0.36, 0.68, 0.94]"
Dataset/ThermEval-D/Thermal_724,chest,"[0.53, 0.49, 0.61, 0.66]"
Dataset/ThermEval-D/Thermal_715,person,"[0.39, 0.31, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_715,chest,"[0.5, 0.49, 0.62, 0.74]"
Dataset/ThermEval-D/Thermal_743,person,"[0.34, 0.26, 0.83, 0.99]"
Dataset/ThermEval-D/Thermal_743,chest,"[0.46, 0.59, 0.71, 0.96]"
Dataset/ThermEval-D/Thermal_743,forehead,"[0.53, 0.28, 0.67, 0.37]"
Dataset/ThermEval-D/Thermal_547,person,"[0.43, 0.39, 0.63, 0.93]"
Dataset/ThermEval-D/Thermal_547,chest,"[0.5, 0.5, 0.59, 0.63]"
Dataset/ThermEval-D/Thermal_930,person,"[0.09, 0.27, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_930,chest,"[0.31, 0.53, 0.52, 0.93]"
Dataset/ThermEval-D/Thermal_930,forehead,"[0.48, 0.34, 0.55, 0.39]"
Dataset/ThermEval-D/Thermal_596,person,"[0.44, 0.41, 0.65, 0.93]"
Dataset/ThermEval-D/Thermal_596,chest,"[0.52, 0.53, 0.59, 0.61]"
Dataset/ThermEval-D/Thermal_596,forehead,"[0.54, 0.46, 0.57, 0.47]"
Dataset/ThermEval-D/Thermal_717,person,"[0.4, 0.31, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_717,chest,"[0.51, 0.51, 0.62, 0.74]"
Dataset/ThermEval-D/Thermal_909,person,"[0.47, 0.42, 0.66, 0.95]"
Dataset/ThermEval-D/Thermal_909,chest,"[0.52, 0.52, 0.6, 0.66]"
Dataset/ThermEval-D/Thermal_918,person,"[0.09, 0.25, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_918,chest,"[0.3, 0.51, 0.52, 0.93]"
Dataset/ThermEval-D/Thermal_918,forehead,"[0.34, 0.27, 0.41, 0.32]"
Dataset/ThermEval-D/Thermal_610,person,"[0.23, 0.21, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_610,chest,"[0.33, 0.52, 0.6, 0.96]"
Dataset/ThermEval-D/Thermal_610,forehead,"[0.46, 0.23, 0.52, 0.3]"
Dataset/ThermEval-D/Thermal_610,nose,"[0.53, 0.29, 0.56, 0.35]"
Dataset/ThermEval-D/Thermal_530,person,"[0.37, 0.33, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_530,chest,"[0.48, 0.54, 0.61, 0.69]"
Dataset/ThermEval-D/Thermal_597,person,"[0.44, 0.41, 0.65, 0.93]"
Dataset/ThermEval-D/Thermal_597,chest,"[0.51, 0.52, 0.6, 0.63]"
Dataset/ThermEval-D/Thermal_804,person,"[0.36, 0.38, 0.62, 0.99]"
Dataset/ThermEval-D/Thermal_804,chest,"[0.44, 0.53, 0.56, 0.73]"
Dataset/ThermEval-D/Thermal_756,person,"[0.39, 0.4, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_756,chest,"[0.52, 0.56, 0.63, 0.76]"
Dataset/ThermEval-D/Thermal_1045,person,"[0.43, 0.36, 0.63, 0.95]"
Dataset/ThermEval-D/Thermal_1045,chest,"[0.47, 0.52, 0.58, 0.66]"
Dataset/ThermEval-D/Thermal_522,person,"[0.24, 0.17, 0.82, 0.99]"
Dataset/ThermEval-D/Thermal_522,chest,"[0.41, 0.6, 0.68, 0.91]"
Dataset/ThermEval-D/Thermal_522,forehead,"[0.54, 0.29, 0.64, 0.34]"
Dataset/ThermEval-D/Thermal_925,person,"[0.09, 0.26, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_925,chest,"[0.29, 0.51, 0.51, 0.93]"
Dataset/ThermEval-D/Thermal_799,person,"[0.37, 0.38, 0.62, 0.99]"
Dataset/ThermEval-D/Thermal_799,chest,"[0.44, 0.52, 0.57, 0.74]"
Dataset/ThermEval-D/Thermal_799,nose,"[0.51, 0.43, 0.53, 0.47]"
Dataset/ThermEval-D/Thermal_941,person,"[0.27, 0.38, 0.57, 0.99]"
Dataset/ThermEval-D/Thermal_941,chest,"[0.37, 0.53, 0.49, 0.73]"
Dataset/ThermEval-D/Thermal_624,person,"[0.31, 0.35, 0.62, 0.99]"
Dataset/ThermEval-D/Thermal_624,chest,"[0.4, 0.52, 0.54, 0.68]"
Dataset/ThermEval-D/Thermal_787,person,"[0.3, 0.32, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_787,chest,"[0.38, 0.58, 0.59, 0.92]"
Dataset/ThermEval-D/Thermal_868,person,"[0.45, 0.4, 0.6, 0.95]"
Dataset/ThermEval-D/Thermal_868,chest,"[0.48, 0.51, 0.56, 0.64]"
Dataset/ThermEval-D/Thermal_619,person,"[0.31, 0.34, 0.62, 0.99]"
Dataset/ThermEval-D/Thermal_619,chest,"[0.4, 0.51, 0.54, 0.69]"
Dataset/ThermEval-D/Thermal_619,forehead,"[0.44, 0.37, 0.49, 0.41]"
Dataset/ThermEval-D/Thermal_830,person,"[0.34, 0.34, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_830,chest,"[0.43, 0.56, 0.62, 0.84]"
Dataset/ThermEval-D/Thermal_937,person,"[0.27, 0.38, 0.57, 0.99]"
Dataset/ThermEval-D/Thermal_937,chest,"[0.36, 0.54, 0.5, 0.74]"
Dataset/ThermEval-D/Thermal_1047,person,"[0.43, 0.36, 0.63, 0.96]"
Dataset/ThermEval-D/Thermal_1047,chest,"[0.48, 0.49, 0.58, 0.66]"
Dataset/ThermEval-D/Thermal_969,person,"[0.3, 0.24, 0.85, 0.99]"
Dataset/ThermEval-D/Thermal_969,chest,"[0.47, 0.6, 0.71, 0.96]"
Dataset/ThermEval-D/Thermal_969,forehead,"[0.48, 0.31, 0.54, 0.39]"
Dataset/ThermEval-D/Thermal_969,nose,"[0.46, 0.41, 0.48, 0.47]"
Dataset/ThermEval-D/Thermal_873,person,"[0.32, 0.15, 0.78, 0.99]"
Dataset/ThermEval-D/Thermal_873,chest,"[0.42, 0.47, 0.68, 0.88]"
Dataset/ThermEval-D/Thermal_873,forehead,"[0.57, 0.21, 0.66, 0.27]"
Dataset/ThermEval-D/Thermal_873,nose,"[0.64, 0.31, 0.67, 0.36]"
Dataset/ThermEval-D/Thermal_557,person,"[0.31, 0.16, 0.86, 0.99]"
Dataset/ThermEval-D/Thermal_557,chest,"[0.45, 0.52, 0.75, 0.96]"
Dataset/ThermEval-D/Thermal_557,forehead,"[0.54, 0.21, 0.66, 0.31]"
Dataset/ThermEval-D/Thermal_557,nose,"[0.62, 0.32, 0.66, 0.39]"
Dataset/ThermEval-D/Thermal_572,person,"[0.4, 0.33, 0.72, 1.0]"
Dataset/ThermEval-D/Thermal_572,chest,"[0.5, 0.54, 0.64, 0.68]"
Dataset/ThermEval-D/Thermal_572,forehead,"[0.57, 0.37, 0.61, 0.39]"
Dataset/ThermEval-D/Thermal_853,person,"[0.38, 0.39, 0.61, 0.99]"
Dataset/ThermEval-D/Thermal_853,chest,"[0.42, 0.54, 0.54, 0.7]"
Dataset/ThermEval-D/Thermal_1016,person,"[0.18, 0.08, 0.84, 0.99]"
Dataset/ThermEval-D/Thermal_1016,chest,"[0.41, 0.47, 0.67, 0.94]"
Dataset/ThermEval-D/Thermal_1016,forehead,"[0.47, 0.16, 0.58, 0.26]"
Dataset/ThermEval-D/Thermal_1016,nose,"[0.59, 0.23, 0.61, 0.28]"
Dataset/ThermEval-D/Thermal_984,person,"[0.42, 0.38, 0.68, 0.99]"
Dataset/ThermEval-D/Thermal_984,chest,"[0.5, 0.56, 0.62, 0.71]"
Dataset/ThermEval-D/Thermal_891,person,"[0.42, 0.35, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_891,chest,"[0.5, 0.5, 0.62, 0.69]"
Dataset/ThermEval-D/Thermal_684,person,"[0.33, 0.4, 0.53, 0.95]"
Dataset/ThermEval-D/Thermal_684,chest,"[0.39, 0.52, 0.47, 0.67]"
Dataset/ThermEval-D/Thermal_796,person,"[0.37, 0.37, 0.63, 0.99]"
Dataset/ThermEval-D/Thermal_796,chest,"[0.44, 0.53, 0.57, 0.73]"
Dataset/ThermEval-D/Thermal_796,nose,"[0.5, 0.42, 0.52, 0.46]"
Dataset/ThermEval-D/Thermal_702,person,"[0.32, 0.1, 0.81, 0.99]"
Dataset/ThermEval-D/Thermal_702,forehead,"[0.44, 0.23, 0.56, 0.3]"
Dataset/ThermEval-D/Thermal_702,chest,"[0.44, 0.49, 0.71, 0.96]"
Dataset/ThermEval-D/Thermal_728,person,"[0.46, 0.36, 0.68, 0.94]"
Dataset/ThermEval-D/Thermal_728,chest,"[0.52, 0.49, 0.61, 0.66]"
Dataset/ThermEval-D/Thermal_585,person,"[0.4, 0.35, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_585,chest,"[0.49, 0.54, 0.63, 0.68]"
Dataset/ThermEval-D/Thermal_585,nose,"[0.5, 0.45, 0.51, 0.48]"
Dataset/ThermEval-D/Thermal_585,forehead,"[0.5, 0.42, 0.53, 0.44]"
Dataset/ThermEval-D/Thermal_531,person,"[0.38, 0.34, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_531,chest,"[0.48, 0.54, 0.61, 0.71]"
Dataset/ThermEval-D/Thermal_531,nose,"[0.54, 0.39, 0.55, 0.41]"
Dataset/ThermEval-D/Thermal_600,person,"[0.44, 0.41, 0.65, 0.93]"
Dataset/ThermEval-D/Thermal_600,chest,"[0.5, 0.54, 0.59, 0.62]"
Dataset/ThermEval-D/Thermal_879,person,"[0.33, 0.15, 0.78, 0.99]"
Dataset/ThermEval-D/Thermal_879,chest,"[0.43, 0.47, 0.68, 0.88]"
Dataset/ThermEval-D/Thermal_879,forehead,"[0.47, 0.19, 0.56, 0.24]"
Dataset/ThermEval-D/Thermal_879,nose,"[0.46, 0.24, 0.5, 0.3]"
Dataset/ThermEval-D/Thermal_767,person,"[0.45, 0.44, 0.66, 0.97]"
Dataset/ThermEval-D/Thermal_767,chest,"[0.52, 0.55, 0.6, 0.67]"
Dataset/ThermEval-D/Thermal_790,person,"[0.31, 0.32, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_790,chest,"[0.39, 0.58, 0.61, 0.93]"
Dataset/ThermEval-D/Thermal_790,forehead,"[0.46, 0.34, 0.53, 0.41]"
Dataset/ThermEval-D/Thermal_635,person,"[0.36, 0.39, 0.56, 0.94]"
Dataset/ThermEval-D/Thermal_635,chest,"[0.41, 0.52, 0.51, 0.62]"
Dataset/ThermEval-D/Thermal_517,person,"[0.24, 0.19, 0.82, 0.99]"
Dataset/ThermEval-D/Thermal_517,chest,"[0.41, 0.5, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_517,forehead,"[0.49, 0.19, 0.6, 0.27]"
Dataset/ThermEval-D/Thermal_517,nose,"[0.57, 0.26, 0.61, 0.32]"
Dataset/ThermEval-D/Thermal_524,person,"[0.24, 0.17, 0.83, 0.99]"
Dataset/ThermEval-D/Thermal_524,chest,"[0.41, 0.59, 0.66, 0.91]"
Dataset/ThermEval-D/Thermal_524,forehead,"[0.44, 0.28, 0.53, 0.35]"
Dataset/ThermEval-D/Thermal_639,person,"[0.36, 0.4, 0.56, 0.94]"
Dataset/ThermEval-D/Thermal_639,chest,"[0.41, 0.51, 0.51, 0.63]"
Dataset/ThermEval-D/Thermal_917,person,"[0.09, 0.24, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_917,forehead,"[0.35, 0.27, 0.43, 0.32]"
Dataset/ThermEval-D/Thermal_917,nose,"[0.36, 0.33, 0.39, 0.37]"
Dataset/ThermEval-D/Thermal_917,chest,"[0.31, 0.53, 0.52, 0.89]"
Dataset/ThermEval-D/Thermal_934,person,"[0.27, 0.37, 0.57, 0.99]"
Dataset/ThermEval-D/Thermal_934,chest,"[0.37, 0.53, 0.48, 0.72]"
Dataset/ThermEval-D/Thermal_511,person,"[0.25, 0.17, 0.81, 0.99]"
Dataset/ThermEval-D/Thermal_511,chest,"[0.39, 0.51, 0.71, 1.0]"
Dataset/ThermEval-D/Thermal_511,forehead,"[0.49, 0.21, 0.6, 0.28]"
Dataset/ThermEval-D/Thermal_511,nose,"[0.52, 0.3, 0.57, 0.37]"
Dataset/ThermEval-D/Thermal_632,person,"[0.36, 0.39, 0.56, 0.94]"
Dataset/ThermEval-D/Thermal_632,chest,"[0.41, 0.51, 0.51, 0.62]"
Dataset/ThermEval-D/Thermal_878,person,"[0.32, 0.15, 0.78, 0.99]"
Dataset/ThermEval-D/Thermal_878,chest,"[0.43, 0.47, 0.7, 0.88]"
Dataset/ThermEval-D/Thermal_878,forehead,"[0.56, 0.17, 0.64, 0.23]"
Dataset/ThermEval-D/Thermal_878,nose,"[0.64, 0.26, 0.66, 0.3]"
Dataset/ThermEval-D/Thermal_693,person,"[0.32, 0.1, 0.81, 0.99]"
Dataset/ThermEval-D/Thermal_693,chest,"[0.43, 0.48, 0.72, 0.97]"
Dataset/ThermEval-D/Thermal_693,nose,"[0.44, 0.27, 0.47, 0.33]"
Dataset/ThermEval-D/Thermal_693,forehead,"[0.46, 0.2, 0.54, 0.26]"
Dataset/ThermEval-D/Thermal_1050,person,"[0.42, 0.36, 0.63, 0.95]"
Dataset/ThermEval-D/Thermal_1050,chest,"[0.49, 0.48, 0.59, 0.65]"
Dataset/ThermEval-D/Thermal_575,person,"[0.4, 0.34, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_575,chest,"[0.49, 0.53, 0.65, 0.69]"
Dataset/ThermEval-D/Thermal_801,person,"[0.37, 0.39, 0.62, 0.99]"
Dataset/ThermEval-D/Thermal_801,chest,"[0.45, 0.53, 0.57, 0.72]"
Dataset/ThermEval-D/Thermal_939,person,"[0.27, 0.39, 0.57, 0.99]"
Dataset/ThermEval-D/Thermal_939,chest,"[0.37, 0.52, 0.48, 0.72]"
Dataset/ThermEval-D/Thermal_737,person,"[0.34, 0.26, 0.84, 0.99]"
Dataset/ThermEval-D/Thermal_737,chest,"[0.45, 0.58, 0.72, 0.97]"
Dataset/ThermEval-D/Thermal_737,forehead,"[0.5, 0.29, 0.62, 0.38]"
Dataset/ThermEval-D/Thermal_737,nose,"[0.52, 0.41, 0.56, 0.47]"
Dataset/ThermEval-D/Thermal_646,person,"[0.13, 0.16, 0.75, 0.99]"
Dataset/ThermEval-D/Thermal_646,chest,"[0.3, 0.51, 0.59, 0.96]"
Dataset/ThermEval-D/Thermal_646,nose,"[0.43, 0.29, 0.47, 0.34]"
Dataset/ThermEval-D/Thermal_646,forehead,"[0.39, 0.2, 0.51, 0.28]"
Dataset/ThermEval-D/Thermal_905,person,"[0.47, 0.41, 0.66, 0.95]"
Dataset/ThermEval-D/Thermal_905,chest,"[0.52, 0.52, 0.6, 0.66]"
Dataset/ThermEval-D/Thermal_949,person,"[0.3, 0.42, 0.5, 0.95]"
Dataset/ThermEval-D/Thermal_949,chest,"[0.37, 0.52, 0.45, 0.66]"
Dataset/ThermEval-D/Thermal_869,person,"[0.45, 0.4, 0.6, 0.95]"
Dataset/ThermEval-D/Thermal_869,chest,"[0.48, 0.51, 0.56, 0.63]"
Dataset/ThermEval-D/Thermal_794,person,"[0.31, 0.31, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_794,chest,"[0.39, 0.57, 0.62, 0.92]"
Dataset/ThermEval-D/Thermal_794,forehead,"[0.45, 0.4, 0.51, 0.46]"
Dataset/ThermEval-D/Thermal_794,nose,"[0.45, 0.47, 0.49, 0.52]"
Dataset/ThermEval-D/Thermal_607,person,"[0.23, 0.21, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_607,nose,"[0.41, 0.29, 0.44, 0.33]"
Dataset/ThermEval-D/Thermal_607,forehead,"[0.43, 0.23, 0.51, 0.3]"
Dataset/ThermEval-D/Thermal_607,chest,"[0.33, 0.52, 0.59, 0.96]"
Dataset/ThermEval-D/Thermal_657,person,"[0.13, 0.21, 0.77, 0.99]"
Dataset/ThermEval-D/Thermal_657,chest,"[0.34, 0.51, 0.62, 0.88]"
Dataset/ThermEval-D/Thermal_729,person,"[0.46, 0.36, 0.68, 0.94]"
Dataset/ThermEval-D/Thermal_729,chest,"[0.53, 0.5, 0.61, 0.67]"
Dataset/ThermEval-D/Thermal_678,person,"[0.32, 0.4, 0.53, 0.96]"
Dataset/ThermEval-D/Thermal_678,chest,"[0.38, 0.53, 0.47, 0.67]"
Dataset/ThermEval-D/Thermal_1024,person,"[0.37, 0.32, 0.68, 0.99]"
Dataset/ThermEval-D/Thermal_1024,chest,"[0.47, 0.5, 0.6, 0.72]"
Dataset/ThermEval-D/Thermal_1024,forehead,"[0.46, 0.4, 0.51, 0.44]"
Dataset/ThermEval-D/Thermal_571,person,"[0.4, 0.33, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_571,chest,"[0.5, 0.53, 0.65, 0.69]"
Dataset/ThermEval-D/Thermal_571,forehead,"[0.54, 0.38, 0.59, 0.4]"
Dataset/ThermEval-D/Thermal_1007,person,"[0.2, 0.11, 0.84, 0.99]"
Dataset/ThermEval-D/Thermal_1007,chest,"[0.39, 0.48, 0.67, 0.94]"
Dataset/ThermEval-D/Thermal_1007,forehead,"[0.51, 0.27, 0.65, 0.36]"
Dataset/ThermEval-D/Thermal_1007,nose,"[0.58, 0.37, 0.62, 0.43]"
Dataset/ThermEval-D/Thermal_914,person,"[0.47, 0.43, 0.66, 0.95]"
Dataset/ThermEval-D/Thermal_914,chest,"[0.52, 0.53, 0.6, 0.66]"
Dataset/ThermEval-D/Thermal_1038,person,"[0.42, 0.38, 0.63, 0.96]"
Dataset/ThermEval-D/Thermal_1038,chest,"[0.48, 0.51, 0.58, 0.65]"
Dataset/ThermEval-D/Thermal_1038,forehead,"[0.5, 0.42, 0.55, 0.46]"
Dataset/ThermEval-D/Thermal_827,person,"[0.34, 0.28, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_827,chest,"[0.45, 0.55, 0.64, 0.84]"
Dataset/ThermEval-D/Thermal_827,forehead,"[0.5, 0.33, 0.58, 0.39]"
Dataset/ThermEval-D/Thermal_827,nose,"[0.55, 0.39, 0.58, 0.44]"
Dataset/ThermEval-D/Thermal_983,person,"[0.42, 0.39, 0.68, 0.99]"
Dataset/ThermEval-D/Thermal_983,chest,"[0.51, 0.55, 0.61, 0.71]"
Dataset/ThermEval-D/Thermal_987,person,"[0.42, 0.39, 0.68, 0.99]"
Dataset/ThermEval-D/Thermal_987,chest,"[0.48, 0.56, 0.62, 0.69]"
Dataset/ThermEval-D/Thermal_689,person,"[0.32, 0.41, 0.53, 0.95]"
Dataset/ThermEval-D/Thermal_689,chest,"[0.38, 0.52, 0.47, 0.67]"
Dataset/ThermEval-D/Thermal_677,chest,"[0.37, 0.53, 0.48, 0.68]"
Dataset/ThermEval-D/Thermal_677,person,"[0.32, 0.4, 0.53, 0.96]"
Dataset/ThermEval-D/Thermal_710,person,"[0.39, 0.31, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_710,chest,"[0.5, 0.49, 0.63, 0.74]"
Dataset/ThermEval-D/Thermal_710,forehead,"[0.58, 0.34, 0.62, 0.39]"
Dataset/ThermEval-D/Thermal_647,person,"[0.13, 0.16, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_647,chest,"[0.32, 0.51, 0.59, 0.94]"
Dataset/ThermEval-D/Thermal_647,nose,"[0.48, 0.31, 0.52, 0.37]"
Dataset/ThermEval-D/Thermal_966,person,"[0.3, 0.24, 0.85, 1.0]"
Dataset/ThermEval-D/Thermal_966,chest,"[0.45, 0.61, 0.73, 0.96]"
Dataset/ThermEval-D/Thermal_966,nose,"[0.58, 0.32, 0.61, 0.36]"
Dataset/ThermEval-D/Thermal_708,person,"[0.4, 0.31, 0.73, 0.99]"
Dataset/ThermEval-D/Thermal_708,chest,"[0.5, 0.5, 0.62, 0.74]"
Dataset/ThermEval-D/Thermal_995,person,"[0.45, 0.42, 0.63, 0.96]"
Dataset/ThermEval-D/Thermal_995,chest,"[0.48, 0.54, 0.58, 0.62]"
Dataset/ThermEval-D/Thermal_621,person,"[0.31, 0.35, 0.62, 0.99]"
Dataset/ThermEval-D/Thermal_621,chest,"[0.39, 0.51, 0.54, 0.7]"
Dataset/ThermEval-D/Thermal_564,person,"[0.31, 0.18, 0.88, 0.99]"
Dataset/ThermEval-D/Thermal_564,chest,"[0.45, 0.52, 0.75, 0.98]"
Dataset/ThermEval-D/Thermal_564,forehead,"[0.5, 0.21, 0.6, 0.28]"
Dataset/ThermEval-D/Thermal_793,person,"[0.31, 0.32, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_793,chest,"[0.38, 0.58, 0.62, 0.91]"
Dataset/ThermEval-D/Thermal_866,person,"[0.45, 0.4, 0.6, 0.95]"
Dataset/ThermEval-D/Thermal_866,chest,"[0.48, 0.51, 0.56, 0.64]"
Dataset/ThermEval-D/Thermal_758,person,"[0.39, 0.4, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_758,chest,"[0.51, 0.55, 0.63, 0.76]"
Dataset/ThermEval-D/Thermal_543,person,"[0.43, 0.39, 0.64, 0.93]"
Dataset/ThermEval-D/Thermal_543,chest,"[0.49, 0.49, 0.59, 0.64]"
Dataset/ThermEval-D/Thermal_543,forehead,"[0.55, 0.41, 0.57, 0.44]"
Dataset/ThermEval-D/Thermal_755,person,"[0.39, 0.4, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_755,chest,"[0.52, 0.56, 0.64, 0.77]"
Dataset/ThermEval-D/Thermal_692,person,"[0.32, 0.09, 0.81, 0.99]"
Dataset/ThermEval-D/Thermal_692,chest,"[0.44, 0.49, 0.72, 0.98]"
Dataset/ThermEval-D/Thermal_692,forehead,"[0.49, 0.17, 0.6, 0.24]"
Dataset/ThermEval-D/Thermal_692,nose,"[0.49, 0.24, 0.53, 0.31]"
Dataset/ThermEval-D/Thermal_955,person,"[0.3, 0.43, 0.5, 0.95]"
Dataset/ThermEval-D/Thermal_955,chest,"[0.38, 0.52, 0.45, 0.65]"
Dataset/ThermEval-D/Thermal_899,person,"[0.41, 0.38, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_899,chest,"[0.5, 0.52, 0.62, 0.71]"
Dataset/ThermEval-D/Thermal_931,person,"[0.27, 0.37, 0.57, 0.99]"
Dataset/ThermEval-D/Thermal_931,chest,"[0.38, 0.53, 0.48, 0.73]"
Dataset/ThermEval-D/Thermal_931,forehead,"[0.4, 0.38, 0.45, 0.41]"
Dataset/ThermEval-D/Thermal_1000,person,"[0.45, 0.41, 0.64, 0.96]"
Dataset/ThermEval-D/Thermal_1000,chest,"[0.48, 0.54, 0.58, 0.63]"
Dataset/ThermEval-D/Thermal_871,person,"[0.32, 0.15, 0.78, 0.99]"
Dataset/ThermEval-D/Thermal_871,chest,"[0.44, 0.49, 0.67, 0.88]"
Dataset/ThermEval-D/Thermal_871,forehead,"[0.49, 0.2, 0.62, 0.25]"
Dataset/ThermEval-D/Thermal_871,nose,"[0.54, 0.26, 0.58, 0.3]"
Dataset/ThermEval-D/Thermal_943,person,"[0.27, 0.38, 0.57, 0.99]"
Dataset/ThermEval-D/Thermal_943,chest,"[0.36, 0.53, 0.47, 0.74]"
Dataset/ThermEval-D/Thermal_908,person,"[0.47, 0.41, 0.67, 0.95]"
Dataset/ThermEval-D/Thermal_908,chest,"[0.52, 0.53, 0.6, 0.64]"
Dataset/ThermEval-D/Thermal_843,person,"[0.38, 0.37, 0.61, 0.99]"
Dataset/ThermEval-D/Thermal_843,chest,"[0.43, 0.55, 0.54, 0.7]"
Dataset/ThermEval-D/Thermal_1033,person,"[0.37, 0.29, 0.69, 0.99]"
Dataset/ThermEval-D/Thermal_1033,chest,"[0.45, 0.52, 0.61, 0.73]"
Dataset/ThermEval-D/Thermal_848,person,"[0.38, 0.39, 0.61, 0.99]"
Dataset/ThermEval-D/Thermal_848,chest,"[0.43, 0.54, 0.54, 0.68]"
Dataset/ThermEval-D/Thermal_997,person,"[0.45, 0.42, 0.63, 0.96]"
Dataset/ThermEval-D/Thermal_997,chest,"[0.49, 0.54, 0.58, 0.63]"
Dataset/ThermEval-D/Thermal_736,person,"[0.34, 0.26, 0.84, 0.99]"
Dataset/ThermEval-D/Thermal_736,chest,"[0.46, 0.58, 0.72, 0.97]"
Dataset/ThermEval-D/Thermal_736,forehead,"[0.51, 0.3, 0.66, 0.39]"
Dataset/ThermEval-D/Thermal_736,nose,"[0.57, 0.4, 0.62, 0.47]"
